"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
0,50,1133,1486,1549.67228055763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,501,543,785,1261,1501,1524,1651,1699.25169888932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,393,633,696,855,1194,1780,1803,2051,2063,2218,2403.56724235359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,79,1592,1774.8854849935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,414,596,1538,1585.93868422477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,967,1345.78538345867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,511,600,777,1670.7545502126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,242,263,275,1615,1650,1728,1845.68309722476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,962,1031,1067,1221,1395.12615799057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,616,1015,1127,1424,1983,2159,2173,2362,2664,2769.67553938408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1404,1650,1898.68394811842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,77,303,423,736,762,849,1035,1102,1417,1472.38569774857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,481,974,1236.44394982262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,142,253,327,997,1078,1192,2395.2591347987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,392,993,1394,1739.87193562603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,507,1347,1365,1378,1466,1561,1682,2108.7265004226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,358,404,859,1032,1042,1499,1601,1820.48808406014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,782,1348,1833.80388154655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1619,2390.42446488673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,52,89,389,398,526,1033,1397,1766.2730981055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,347,1310,1319,1324,1526.72783318597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,318,489,853,1092,1298,1351.31935799677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,49,72,389,474,778,967,1120,1245,1478,1578.27034210807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20,60,211,701,842,989,1120,1162,1769,1931.9741356685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,142,293,724,1298,1770.91997717799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,527,581,862,1031,1443,1647.48465742821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,683,891,1261,1261.72060004629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,43,174,552,973,1086,1146,1285,1354,1448,1850,1857.72520559994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,41,118,286,296,566,618,654,931,1234,1421,1684.3207330057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,713,1002,1141,1255,2005.17264634928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,998,1465,1465.45528332061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,262,590,874,1509,2329,2456.30147835054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1310,1387,1641,1852.61204448051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,28,206,502,538,1340,1507,1583,2195.79605379853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,185,645,703,1329,1362,1585.67884851014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,963.84132404057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,100,169,345,370,1457,1529.59440003721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,41,275,1118,1230,1822.46911589191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,154,916,1085,1258,1819,1912,1919.01761020781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,899,962,1362,1461,1671,1720,1800.232695952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,545,1108,1573,1858.71708724285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,305,420,975,1582,1615,1832,2005.86242109408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1226,1228,1442,1498,1711,1881.95143009815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,143,171,955,2083.86506498703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,544,1230,1425.89154240033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,789,1006,1115.48137858525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,17,273,476,820,931,1254,1401,1457,1497,1520,1535,1731,1806.35600429075,-1,-1,-1,-1,-1,-1,-1,-1
0,89,1313.34407012212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,890,1177,1229,2055,2083.61895789688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,240,1081,2225.00678589703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,491,1291,1864.3071014858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,55,111,364,836,1242,1381,1536.42845078504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,249,290,390,499,1407,1548,1762,1880,1901,2185,2303,2357.96131685918,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,68,156,426,490,592,715,734,755,805,1389,1870,2498,2541.42227114105,-1,-1,-1,-1,-1,-1,-1,-1
0,35,339,360,563,636,720,872,1030,1584,1865.94354260217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1102,1527.1930466246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,171,179,1459,1590,1753,1752.06966897056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,610,621,938,1033,1360,2462.50280625606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,395,785,1346,2105.83183927299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,127,229,499,1155,1725,2009.54413936302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,191,503,1492.79448585172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,24,286,441,1392,1479,1574,1615,2020.93315062459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,972,1066,1310,1677.5083636347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,373,1083,1326,1327,1352,1993,2047,2062.50695236987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,660,821,1550.13177118144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1219,1797.35400087361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,131,479,492,748,1294,1340.90992238255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,41,206,1156,1252,1617,1784,1921,1989.5459122869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,188,880,1766.42608033772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7,29,178,645,1100,1296,1636,1727,1858,2181,2268.34249974555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5,405,701,857,1149,1391,1822.72734256119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,208,1228,1779.80223781175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,107,200,329,517,561,637,1098,1355,1451.76701950785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,6,989,1085,1560,1649.68714524541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,933,1638.80952038469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,54,127,1312,1805.14320569881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,608,631,1143,1514,1839.75264429082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,93,329,1062.79790727294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,228,1011,1052,1393,1495,2074.62085186576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1194,1616,1952.36592324878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,998,1350,1544.63356361247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1332,2187,2383,2405,2429,2437,2495.81153735022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,15,684,2115.95766548666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,285,663,1566,1671.3048990568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,222,905,1444,1643,1889,2053,2226,2297.66898829613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27,695,796,1231,1336.46688067651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,517,527,741,806,819,1653,1771.6898759869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,108,976,2411.69952308975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,65,214,856,1000,1033,1552,1628,1709,1840.69132859655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,381,624,946,1114,1294,1429,1659.1488639175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,363,493,625,672,1671.94719564824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,145,208,590,896,1679.60565136847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,962,1129,2086.75927826319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,673,1630.82472573419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,35,507,645,791,819,848,900,1298,1451,1704,1773,2020.63312405261,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,161,565,1218,1810.09809846388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,116,701,1409,1678,1867,1887.4462772716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1620,1850.02124220824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,856,1069,1419,1650,1876.04706356538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,141,150,333,367,525,657,816,1061,1413,1954,1988,2191.43657820362,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,106,122,556,901,930,974.897744513538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,898,1287,1650.93659055396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,583,1554,1555,2284.24534602074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,120,457,578,727,949,1193,1228,1500,1808,1823,1981.13220509038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,581,885,890,893,1754,1817,2014,2145,2158.41089350386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,333,405,519,1266,1285,1536,1570,1817,1868,1979,2083,2087,2149.21999436249,-1,-1,-1,-1,-1,-1,-1,-1
0,391,1183,1190,1407,1646.32573122923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,564,604,1558,1669,2053.05777420287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,303,954,1141,1643.42758607252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1081,1298.85446609661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,173,392,1619,1708,1728,1794.26548677935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,665,1418,1881.59085021084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,16,316,544,793,1147,1596.39564090646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,171,401,1006,1365,1379.42194025723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,958,1051,1097,1373,1699.44362393339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,222,796,828,867,1265,1545.43970046826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,976,1509,1610,1817.12609013654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,257,510,611,1552,2540.64063483556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,91,207,602,1690,1979.47136980607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,431,1293,1691.40395618353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,70,391,464,2379.11122872655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,581,1151,1539,1998.13832363392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,11,848,1037,1143,1231,1346,1743.31909673955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,124,160,651,833,958,1004,1096,1378,1656.37321583838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1799.2103196453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,715,1083,1855.53871457375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,563,1010,1720.85424098119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,624,1314,1869.84445575215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,980,1613,1910,2186.65882231467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,323,560,719,1289,1479,1729,1953.12942622538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,85,388,459,1117,1401,1557.51422281137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,673,692,1490.39057037438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2070,2111.38020269953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,152,517,604,1334,1378,1732,2267,2379,2432,2436.16577512281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,663,685.567997929434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,75,1062,1303,1337,1380,1437,1956,2063.67157752177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,368,399,489,978,1088,1585,1814,1992,2215,2261,2288,2335.75415407111,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,747,1062,1173.45356700811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,141,517,574,1510,1557,1563,1702,1911,2738.20618192354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,482,1250,1775,1779,1868,1927.60454144155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,334,1123,1318,1520,1796,1894.63499338708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,73,866,921,1053,1986.71703257313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,227,448,1121,1362,1496,1520,1563,1565,1618,1653,1985.71337545207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,320,873,1024,2163.4659719051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1540,1593,1960.98719018028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,488,810,816,1199,1461,1497,2141.35850792849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5,1440,1916.43028060142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,527,1097,1682,1713,1995,2048.67119403485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,347,1207,1428,1663.67461904217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27,500,911,1588.59098763911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,73,178,179,625,684,1632,1780,1932.4883009898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,20,293,528,849,1450,1657,1842,1976.64349871339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,134,1237,1441,1776,1830.01329973063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,637,707,1193,1236,1241,1245,1473,1994,2016,2330.01967297145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,114,157,271,311,643,647,681,762,890,1007,1141,1237,1586,1642.86986191771,-1,-1,-1,-1,-1,-1,-1
0,5,1168,1329,1870,2137.16676890064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,104,582,1206,1651.72967820236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51,105,215,755,792,864,1084,1587,1651,2015.472339703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,351,431,949,1036,1059,1566,1640.74989452539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,559,2001,2214.54132493118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,822,1149,1393,1993,2190.09918312225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27,83,444,785,822,1176,1239,1259,1758,1862,1900.54629040374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,203,357,501,667,849,1062,1324,1890,1977,2072,2122.14730025721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,233,619,779,1071,1211,1543,1745,1775.69936067971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,637,756,1692,1709.42997424798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,346,415,699,929,1036,1439,1448,1736,1906.93295009812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,319,453,1565,1737.47384651534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,486,1236,1259,1278,1322,1348,1605,1661.27424647982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,125,520,628,658,663,1074,1329,1547,1570,1593.73415535138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,6,681,2070.06074342153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,226,618,1031,1305,1506.71587711825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1433,1634,1839,2095,2234.11289411795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,238,320,474,770,892,1334.22480437505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,580,759,887,1171,1517,1660,1704,2160.71808938351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,256,1126.19762806213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,84,434,542,873.460416910334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,228,519,847,996,1120,1161,1211.05424484515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,359,377,428,605,658,858,1177,1473.24851652853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,141,341,560,605,838,879,1058,1108,1403,1663.43956573758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,186,609,1339,1515,1596,1977.09691928532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,261,268,397,553,1458,1463,1782.66076569383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,116,361,914,1078,1280,1366,1825,2076.57421298435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,203,413,607,682,827,1217,1256,1452,2108,2375,2460,2580.51966912691,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,334,584,755,964,1668.27945500095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,449,642,1859.78700013305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,71,72,97,233,852,951,1162,1297,1321,1387,1503,1610,1779.59887535219,-1,-1,-1,-1,-1,-1,-1,-1
0,135,447,859,1705,1742,1784,2190,2538,2573.66960374735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1359,1971,2351.25284645917,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,24,118,206,230,308,1040,1304.00121092889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,34,261,348,495,691,1316,1339,1434.14130172754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,319,387,1516,1704,1793,1927,2112,2225,2276.92198334402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,71,920,1389,1416,1564.38390478159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,144,513,1568,1845.78898953455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,67,724,875,1106,1514,1568.1468479433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,876,1530,1663,1805,2058.25711457915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,840,921,1518.87026645699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1303,1602,1821,2523.09985806666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,325,1382,2028.36030744697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1818,2041.63314558784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,188,1427,1518,1628.58976218869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,614,1078,1139,1450,1787.78715486408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,147,659,802,997,1860.68068660457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,729,1166,1670,2000.34486829079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,144,374,475,511,1348.29863432624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,298,774,952,960,1148,1400.72218522423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37,63,867,1469,1526,1582,1701,1752,1824.81239198866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
